"timeMillisSpent","score"
7,"-4hard/-7342soft"
43,"-2hard/-7078soft"
92,"-2hard/-7030soft"
153,"-2hard/-7012soft"
220,"-2hard/-7006soft"
290,"-2hard/-6996soft"
359,"-2hard/-6990soft"
443,"-2hard/-6986soft"
541,"-2hard/-6983soft"
642,"-2hard/-6980soft"
754,"-2hard/-6975soft"
880,"-2hard/-6974soft"
1100,"-2hard/-6973soft"
