"timeMillisSpent","score"
64,"-4hard/-7342soft"
132,"-2hard/-7189soft"
311,"-2hard/-7118soft"
448,"-2hard/-6999soft"
546,"-2hard/-6986soft"
634,"-2hard/-6976soft"
750,"-2hard/-6975soft"
1086,"-2hard/-6968soft"
1113,"-2hard/-6965soft"
