"timeMillisSpent","score"
13,"-4hard/-7342soft"
50,"-2hard/-7078soft"
94,"-2hard/-7030soft"
148,"-2hard/-7012soft"
205,"-2hard/-7006soft"
266,"-2hard/-6996soft"
327,"-2hard/-6990soft"
406,"-2hard/-6986soft"
501,"-2hard/-6983soft"
598,"-2hard/-6980soft"
693,"-2hard/-6975soft"
808,"-2hard/-6974soft"
985,"-2hard/-6973soft"
